ECO_ID,ECO_NAME,plant_diversity
60164.0,South Florida rocklands,1173.3066261493889
60165.0,Southern Andean Yungas,1751.9167903868893
60166.0,Southwest Amazon moist forests,1469.2368313633917
60167.0,Talamancan montane forests,3251.8463041090004
60168.0,Tapajós-Xingu moist forests,1217.8704453448481
60169.0,Pantepui,2255.996703620724
60170.0,Tocantins/Pindare moist forests,1045.7757906304028
60171.0,Trinidad and Tobago moist forests,2462.960804762231
60173.0,Uatuma-Trombetas moist forests,1339.1664307886017
60174.0,Ucayali moist forests,2354.686346186081
60175.0,Venezuelan Andes montane forests,2229.9009165946804
60176.0,Veracruz moist forests,2216.9846631740247
60177.0,Veracruz montane forests,3580.2672070574195
60178.0,Western Ecuador moist forests,1632.4607259561394
60179.0,Windward Islands moist forests,2403.4833632555656
60180.0,Xingu-Tocantins-Araguaia moist forests,1174.6470381683223
60181.0,Yucatán moist forests,1360.4314888919855
60182.0,Guianan piedmont and lowland moist forests,1855.722633286917
60201.0,Apure-Villavicencio dry forests,1456.0148421071426
60202.0,Atlantic dry forests,1075.3075262376844
60204.0,Bajío dry forests,1885.9763259509787
60205.0,Balsas dry forests,2339.9349694859775
60206.0,Bolivian montane dry forests,1534.559695580056
60207.0,Cauca Valley dry forests,2453.141204006122
60209.0,Central American dry forests,2356.7670743439203
60210.0,Dry Chaco,861.4363073490118
60211.0,Chiapas Depression dry forests,2563.9448800334467
60212.0,Chiquitano dry forests,1124.0013458598426
60213.0,Cuban dry forests,1709.1517471273426
60214.0,Ecuadorian dry forests,1069.4234638547098
60215.0,Hispaniolan dry forests,2405.850384876692
60216.0,Islas Revillagigedo dry forests,1311.0
60217.0,Jalisco dry forests,2537.5158501974306
60218.0,Jamaican dry forests,3102.0000000000005
60219.0,Lara-Falcón dry forests,1355.1231802557154
60220.0,Lesser Antillean dry forests,2232.5329906003626
60221.0,Magdalena Valley dry forests,2284.4451737076447
60222.0,Maracaibo dry forests,1521.544573058845
60223.0,Marañón dry forests,2255.5224333502474
60224.0,Panamanian dry forests,1687.0926009270208
60225.0,Patía Valley dry forests,2085.9398543211796
60226.0,Puerto Rican dry forests,2845.6049060468217
60227.0,Sierra de la Laguna dry forests,1078.9069200446093
60228.0,Sinaloan dry forests,1957.6974107269564
60229.0,Sinú Valley dry forests,1557.1439552412771
60230.0,Southern Pacific dry forests,2252.451800483701
60232.0,Tumbes-Piura dry forests,982.1246723744497
60233.0,Veracruz dry forests,2660.488127730242
